"survey_id","SPECIES_CD","abundance"
"1047U_1_2016","COR GLAU",0
"1047U_1_2016","COR PERS",10
"1047U_1_2016","HAE PLUM",14
"1047U_1_2016","HAL BIVI",0
"1047U_1_2016","HAL GARN",0
"1047U_1_2016","HAL MACU",0
"1047U_1_2016","OCY CHRY",0
"1047U_1_2016","POM ARCU",0
"1047U_1_2016","SCA ISER",12
"1047U_1_2016","SPA ATOM",0
"1047U_1_2016","SPA AURO",12
"1047U_1_2016","SPA VIRI",7
"1047U_1_2016","STE PART",8
"1047U_1_2016","STE VARI",2
"1047U_1_2016","THA BIFA",15
"1047U_1_2018","ACA BAHI",0
"1047U_1_2018","ACA CHIR",0
"1047U_1_2018","ACA COER",0
"1047U_1_2018","CAN ROST",0.66
"1047U_1_2018","CHA CAPI",0.66
"1047U_1_2018","COR GLAU",6.31
"1047U_1_2018","COR PERS",17.32
"1047U_1_2018","HAE PLUM",2.32
"1047U_1_2018","HAL BIVI",6.97
"1047U_1_2018","HAL GARN",0
"1047U_1_2018","HAL MACU",0.33
"1047U_1_2018","OCY CHRY",0.66
"1047U_1_2018","POM ARCU",0.99
"1047U_1_2018","SCA ISER",5.31
"1047U_1_2018","SPA ATOM",0
"1047U_1_2018","SPA AURO",0.66
"1047U_1_2018","SPA VIRI",0.33
"1047U_1_2018","STE PART",1.99
"1047U_1_2018","STE VARI",3.98
"1047U_1_2018","THA BIFA",0.66
"1047U_2_2014","ACA BAHI",0
"1047U_2_2014","ACA CHIR",0
"1047U_2_2014","ACA COER",0
"1047U_2_2014","CAN ROST",1
"1047U_2_2014","CHA CAPI",0
"1047U_2_2014","COR GLAU",1
"1047U_2_2014","COR PERS",0
"1047U_2_2014","HAE PLUM",0
"1047U_2_2014","HAL BIVI",13
"1047U_2_2014","HAL GARN",0
"1047U_2_2014","HAL MACU",4.99
"1047U_2_2014","OCY CHRY",0
"1047U_2_2014","POM ARCU",0
"1047U_2_2014","SCA ISER",2
"1047U_2_2014","SPA ATOM",9
"1047U_2_2014","SPA AURO",1.5
"1047U_2_2014","SPA VIRI",0
"1047U_2_2014","STE PART",3.74
"1047U_2_2014","STE VARI",0
"1047U_2_2014","THA BIFA",0
"1047U_2_2016","ACA BAHI",0
"1047U_2_2016","ACA CHIR",0
"1047U_2_2016","ACA COER",1
"1047U_2_2016","CAN ROST",0
"1047U_2_2016","CHA CAPI",0
"1047U_2_2016","COR GLAU",2
"1047U_2_2016","COR PERS",3
"1047U_2_2016","HAE PLUM",49
"1047U_2_2016","HAL BIVI",2
"1047U_2_2016","HAL GARN",3
"1047U_2_2016","HAL MACU",0
"1047U_2_2016","OCY CHRY",0
"1047U_2_2016","POM ARCU",5
"1047U_2_2016","SCA ISER",1
"1047U_2_2016","SPA ATOM",0
"1047U_2_2016","SPA AURO",5
"1047U_2_2016","SPA VIRI",9
"1047U_2_2016","STE PART",1
"1047U_2_2016","STE VARI",0
"1047U_2_2016","THA BIFA",3
"1048_1_2022","ACA BAHI",0
"1048_1_2022","ACA CHIR",0
"1048_1_2022","ACA COER",0
"1048_1_2022","CAN ROST",0
"1048_1_2022","CHA CAPI",1
"1048_1_2022","COR GLAU",0
"1048_1_2022","COR PERS",10
"1048_1_2022","HAE PLUM",9
"1048_1_2022","HAL BIVI",0
"1048_1_2022","HAL GARN",0
"1048_1_2022","HAL MACU",0
"1048_1_2022","OCY CHRY",2
"1048_1_2022","POM ARCU",0
"1048_1_2022","SCA ISER",2
"1048_1_2022","SPA ATOM",0
"1048_1_2022","SPA AURO",1
"1048_1_2022","SPA VIRI",0
"1048_1_2022","STE PART",0
"1048_1_2022","STE VARI",1
"1048_1_2022","THA BIFA",2
"1048_1_2024","ACA BAHI",2
"1048_1_2024","ACA CHIR",1.5
"1048_1_2024","ACA COER",1.5
"1048_1_2024","CAN ROST",0
"1048_1_2024","CHA CAPI",0
"1048_1_2024","COR GLAU",0
"1048_1_2024","COR PERS",0
"1048_1_2024","HAE PLUM",13.49
"1048_1_2024","HAL BIVI",26
"1048_1_2024","HAL GARN",0
"1048_1_2024","HAL MACU",0.5
"1048_1_2024","OCY CHRY",2.5
"1048_1_2024","POM ARCU",0.5
"1048_1_2024","SCA ISER",3.49
"1048_1_2024","SPA ATOM",0
"1048_1_2024","SPA AURO",7.49
"1048_1_2024","SPA VIRI",7
"1048_1_2024","STE PART",0
"1048_1_2024","STE VARI",1.5
"1048_1_2024","THA BIFA",3.49
"1048U_1_2014","ACA BAHI",0
"1048U_1_2014","ACA CHIR",0
"1048U_1_2014","ACA COER",0
"1048U_1_2014","CAN ROST",0
"1048U_1_2014","CHA CAPI",0
"1048U_1_2014","COR GLAU",2
"1048U_1_2014","COR PERS",0
"1048U_1_2014","HAE PLUM",0
"1048U_1_2014","HAL BIVI",8
"1048U_1_2014","HAL GARN",0
"1048U_1_2014","HAL MACU",2
"1048U_1_2014","OCY CHRY",0
"1048U_1_2014","POM ARCU",0
"1048U_1_2014","SCA ISER",0
"1048U_1_2014","SPA ATOM",5.22
"1048U_1_2014","SPA AURO",0
"1048U_1_2014","SPA VIRI",0
"1048U_1_2014","STE PART",0
"1048U_1_2014","STE VARI",0
"1048U_1_2014","THA BIFA",0
"1048U_1_2016","ACA BAHI",0
"1048U_1_2016","ACA CHIR",0
"1048U_1_2016","ACA COER",0
"1048U_1_2016","CAN ROST",0
"1048U_1_2016","CHA CAPI",0
"1048U_1_2016","COR GLAU",0
"1048U_1_2016","COR PERS",16
"1048U_1_2016","HAE PLUM",23
"1048U_1_2016","HAL BIVI",0
"1048U_1_2016","HAL GARN",0
"1048U_1_2016","HAL MACU",0
"1048U_1_2016","OCY CHRY",0
"1048U_1_2016","POM ARCU",3
"1048U_1_2016","SCA ISER",3
"1048U_1_2016","SPA ATOM",0
"1048U_1_2016","SPA AURO",0
"1048U_1_2016","SPA VIRI",2
"1048U_1_2016","STE PART",0
"1048U_1_2016","STE VARI",0
"1048U_1_2016","THA BIFA",7
"1048U_1_2018","ACA BAHI",0
"1048U_1_2018","ACA CHIR",0.5
"1048U_1_2018","ACA COER",0
"1048U_1_2018","CAN ROST",0.5
"1048U_1_2018","CHA CAPI",0
"1048U_1_2018","COR GLAU",12
"1048U_1_2018","COR PERS",2
"1048U_1_2018","HAE PLUM",0.5
"1048U_1_2018","HAL BIVI",12.49
"1048U_1_2018","HAL GARN",0
"1048U_1_2018","HAL MACU",0
"1048U_1_2018","OCY CHRY",2
"1048U_1_2018","POM ARCU",1.5
"1048U_1_2018","SCA ISER",15
"1048U_1_2018","SPA ATOM",0
"1048U_1_2018","SPA AURO",2.5
"1048U_1_2018","SPA VIRI",0
"1048U_1_2018","STE PART",15.99
"1048U_1_2018","STE VARI",15
"1048U_1_2018","THA BIFA",4
"1048U_2_2014","ACA BAHI",0
"1048U_2_2014","ACA CHIR",0
"1048U_2_2014","ACA COER",0
"1048U_2_2014","CAN ROST",0
"1048U_2_2014","CHA CAPI",0
"1048U_2_2014","COR GLAU",0
"1048U_2_2014","COR PERS",0
"1048U_2_2014","HAE PLUM",0
"1048U_2_2014","HAL BIVI",2.49
"1048U_2_2014","HAL GARN",0
"1048U_2_2014","HAL MACU",5.49
"1048U_2_2014","OCY CHRY",0
"1048U_2_2014","POM ARCU",0
"1048U_2_2014","SCA ISER",0
"1048U_2_2014","SPA ATOM",7.5
"1048U_2_2014","SPA AURO",0
"1048U_2_2014","SPA VIRI",0
"1048U_2_2014","STE PART",0
"1048U_2_2014","STE VARI",0
"1048U_2_2014","THA BIFA",0
"1048U_2_2016","ACA BAHI",3
"1048U_2_2016","ACA CHIR",2
"1048U_2_2016","ACA COER",0
"1048U_2_2016","CAN ROST",3
"1048U_2_2016","CHA CAPI",0
"1048U_2_2016","COR GLAU",0
"1048U_2_2016","COR PERS",0
"1048U_2_2016","HAE PLUM",4
"1048U_2_2016","HAL BIVI",0
"1048U_2_2016","HAL GARN",0
"1048U_2_2016","HAL MACU",0
"1048U_2_2016","OCY CHRY",0
"1048U_2_2016","POM ARCU",0
"1048U_2_2016","SCA ISER",14
"1048U_2_2016","SPA ATOM",0
"1048U_2_2016","SPA AURO",0
"1048U_2_2016","SPA VIRI",0
"1048U_2_2016","STE PART",0
"1048U_2_2016","STE VARI",0
"1048U_2_2016","THA BIFA",18
"1048U_2_2018","ACA BAHI",0
"1048U_2_2018","ACA CHIR",1
"1048U_2_2018","ACA COER",1
"1048U_2_2018","CAN ROST",0.5
"1048U_2_2018","CHA CAPI",1.5
"1048U_2_2018","COR GLAU",1
"1048U_2_2018","COR PERS",80
"1048U_2_2018","HAE PLUM",3.49
"1048U_2_2018","HAL BIVI",4
"1048U_2_2018","HAL GARN",0
"1048U_2_2018","HAL MACU",0
"1048U_2_2018","OCY CHRY",3
"1048U_2_2018","POM ARCU",1.5
"1048U_2_2018","SCA ISER",15.99
"1048U_2_2018","SPA ATOM",0
"1048U_2_2018","SPA AURO",3
"1048U_2_2018","SPA VIRI",0
"1048U_2_2018","STE PART",9
"1048U_2_2018","STE VARI",6.49
"1048U_2_2018","THA BIFA",9.49
"1049_1_2024","ACA BAHI",0.5
"1049_1_2024","ACA CHIR",1
"1049_1_2024","ACA COER",0
"1049_1_2024","CAN ROST",1.5
"1049_1_2024","CHA CAPI",0
"1049_1_2024","COR GLAU",0
"1049_1_2024","COR PERS",0
"1049_1_2024","HAE PLUM",131.98
"1049_1_2024","HAL BIVI",3.99
"1049_1_2024","HAL GARN",0
"1049_1_2024","HAL MACU",0
"1049_1_2024","OCY CHRY",7.99
"1049_1_2024","POM ARCU",3.99
"1049_1_2024","SCA ISER",25.99
"1049_1_2024","SPA ATOM",7.49
"1049_1_2024","SPA AURO",5
"1049_1_2024","SPA VIRI",7
"1049_1_2024","STE PART",0.5
"1049_1_2024","STE VARI",3.5
"1049_1_2024","THA BIFA",1
"1049U_1_2014","ACA BAHI",6
"1049U_1_2014","ACA CHIR",7
"1049U_1_2014","ACA COER",0.5
"1049U_1_2014","CAN ROST",6.75
"1049U_1_2014","CHA CAPI",5.24
"1049U_1_2014","COR GLAU",0
"1049U_1_2014","COR PERS",112.49
"1049U_1_2014","HAE PLUM",29.98
"1049U_1_2014","HAL BIVI",0
"1049U_1_2014","HAL GARN",9.73
"1049U_1_2014","HAL MACU",2.49
"1049U_1_2014","OCY CHRY",1
"1049U_1_2014","POM ARCU",0.5
"1049U_1_2014","SCA ISER",4.94
"1049U_1_2014","SPA ATOM",0
"1049U_1_2014","SPA AURO",18.54
"1049U_1_2014","SPA VIRI",3.74
"1049U_1_2014","STE PART",28.98
"1049U_1_2014","STE VARI",0.5
"1049U_1_2014","THA BIFA",49.49
"1049U_1_2016","ACA BAHI",1
"1049U_1_2016","ACA CHIR",0
"1049U_1_2016","ACA COER",1
"1049U_1_2016","CAN ROST",0
"1049U_1_2016","CHA CAPI",0
"1049U_1_2016","COR GLAU",0
"1049U_1_2016","COR PERS",0
"1049U_1_2016","HAE PLUM",3
"1049U_1_2016","HAL BIVI",0
"1049U_1_2016","HAL GARN",0
"1049U_1_2016","HAL MACU",2
"1049U_1_2016","OCY CHRY",0
"1049U_1_2016","POM ARCU",0
"1049U_1_2016","SCA ISER",10
"1049U_1_2016","SPA ATOM",0
"1049U_1_2016","SPA AURO",4
"1049U_1_2016","SPA VIRI",0
"1049U_1_2016","STE PART",2
"1049U_1_2016","STE VARI",0
"1049U_1_2016","THA BIFA",23
"1049U_1_2018","ACA BAHI",1.5
"1049U_1_2018","ACA CHIR",4.99
"1049U_1_2018","ACA COER",0.5
"1049U_1_2018","CAN ROST",0
"1049U_1_2018","CHA CAPI",1.5
"1049U_1_2018","COR GLAU",2.5
"1049U_1_2018","COR PERS",0
"1049U_1_2018","HAE PLUM",4.99
"1049U_1_2018","HAL BIVI",14.99
"1049U_1_2018","HAL GARN",1
"1049U_1_2018","HAL MACU",3
"1049U_1_2018","OCY CHRY",0
"1049U_1_2018","POM ARCU",3.49
"1049U_1_2018","SCA ISER",6
"1049U_1_2018","SPA ATOM",0.5
"1049U_1_2018","SPA AURO",8.49
"1049U_1_2018","SPA VIRI",3.99
"1049U_1_2018","STE PART",5
"1049U_1_2018","STE VARI",3
"1049U_1_2018","THA BIFA",4.98
"1049U_2_2014","ACA BAHI",0.5
"1049U_2_2014","ACA CHIR",9
"1049U_2_2014","ACA COER",2.5
"1049U_2_2014","CAN ROST",2
"1049U_2_2014","CHA CAPI",1
"1049U_2_2014","COR GLAU",3
"1049U_2_2014","COR PERS",57.5
"1049U_2_2014","HAE PLUM",0
"1049U_2_2014","HAL BIVI",7
"1049U_2_2014","HAL GARN",15
"1049U_2_2014","HAL MACU",0
"1049U_2_2014","OCY CHRY",1
"1049U_2_2014","POM ARCU",0
"1049U_2_2014","SCA ISER",4.99
"1049U_2_2014","SPA ATOM",0
"1049U_2_2014","SPA AURO",14.38
"1049U_2_2014","SPA VIRI",0.5
"1049U_2_2014","STE PART",10.49
"1049U_2_2014","STE VARI",0
"1049U_2_2014","THA BIFA",57.49
"1049U_2_2016","ACA BAHI",1
"1049U_2_2016","ACA CHIR",0
"1049U_2_2016","ACA COER",4
"1049U_2_2016","CAN ROST",0
"1049U_2_2016","CHA CAPI",0
"1049U_2_2016","COR GLAU",0
"1049U_2_2016","COR PERS",0
"1049U_2_2016","HAE PLUM",4
"1049U_2_2016","HAL BIVI",0
"1049U_2_2016","HAL GARN",1
"1049U_2_2016","HAL MACU",1
"1049U_2_2016","OCY CHRY",0
"1049U_2_2016","POM ARCU",0
"1049U_2_2016","SCA ISER",10
"1049U_2_2016","SPA ATOM",0
"1049U_2_2016","SPA AURO",3
"1049U_2_2016","SPA VIRI",0
"1049U_2_2016","STE PART",5
"1049U_2_2016","STE VARI",0
"1049U_2_2016","THA BIFA",23
"1049U_2_2018","ACA BAHI",15
"1049U_2_2018","ACA CHIR",15.98
"1049U_2_2018","ACA COER",14.5
"1049U_2_2018","CAN ROST",0
"1049U_2_2018","CHA CAPI",1.5
"1049U_2_2018","COR GLAU",0
"1049U_2_2018","COR PERS",0
"1049U_2_2018","HAE PLUM",13.49
"1049U_2_2018","HAL BIVI",7.49
"1049U_2_2018","HAL GARN",7.98
"1049U_2_2018","HAL MACU",0
"1049U_2_2018","OCY CHRY",0
"1049U_2_2018","POM ARCU",3
"1049U_2_2018","SCA ISER",2.5
"1049U_2_2018","SPA ATOM",0
"1049U_2_2018","SPA AURO",5
"1049U_2_2018","SPA VIRI",1.5
"1049U_2_2018","STE PART",5
"1049U_2_2018","STE VARI",2.99
"1049U_2_2018","THA BIFA",2.49
"1050_1_2022","ACA BAHI",0
"1050_1_2022","ACA CHIR",5
"1050_1_2022","ACA COER",2
"1050_1_2022","CAN ROST",0
"1050_1_2022","CHA CAPI",0
"1050_1_2022","COR GLAU",1
"1050_1_2022","COR PERS",21
"1050_1_2022","HAE PLUM",1
"1050_1_2022","HAL BIVI",10
"1050_1_2022","HAL GARN",1
"1050_1_2022","HAL MACU",0
"1050_1_2022","OCY CHRY",0
"1050_1_2022","POM ARCU",0
"1050_1_2022","SCA ISER",10
"1050_1_2022","SPA ATOM",1
"1050_1_2022","SPA AURO",0
"1050_1_2022","SPA VIRI",0
"1050_1_2022","STE PART",0
"1050_1_2022","STE VARI",2
"1050_1_2022","THA BIFA",5
"1050_1_2024","ACA BAHI",7.49
"1050_1_2024","ACA CHIR",2.5
"1050_1_2024","ACA COER",1
"1050_1_2024","CAN ROST",0
"1050_1_2024","CHA CAPI",0
"1050_1_2024","COR GLAU",0
"1050_1_2024","COR PERS",0
"1050_1_2024","HAE PLUM",1.5
"1050_1_2024","HAL BIVI",13
"1050_1_2024","HAL GARN",4.49
"1050_1_2024","HAL MACU",11.98
"1050_1_2024","OCY CHRY",1
"1050_1_2024","POM ARCU",2
"1050_1_2024","SCA ISER",21.49
"1050_1_2024","SPA ATOM",2.49
"1050_1_2024","SPA AURO",13.49
"1050_1_2024","SPA VIRI",2
"1050_1_2024","STE PART",9.98
"1050_1_2024","STE VARI",0
"1050_1_2024","THA BIFA",13.49
"1050U_1_2014","ACA BAHI",3
"1050U_1_2014","ACA CHIR",2.49
"1050U_1_2014","ACA COER",6
"1050U_1_2014","CAN ROST",4
"1050U_1_2014","CHA CAPI",4
"1050U_1_2014","COR GLAU",1
"1050U_1_2014","COR PERS",25.5
"1050U_1_2014","HAE PLUM",2
"1050U_1_2014","HAL BIVI",12.98
"1050U_1_2014","HAL GARN",12.99
"1050U_1_2014","HAL MACU",9.49
"1050U_1_2014","OCY CHRY",3.74
"1050U_1_2014","POM ARCU",0.5
"1050U_1_2014","SCA ISER",9.49
"1050U_1_2014","SPA ATOM",3.74
"1050U_1_2014","SPA AURO",17.49
"1050U_1_2014","SPA VIRI",2
"1050U_1_2014","STE PART",26.49
"1050U_1_2014","STE VARI",0
"1050U_1_2014","THA BIFA",44.49
"1050U_1_2016","ACA BAHI",1
"1050U_1_2016","ACA CHIR",0
"1050U_1_2016","ACA COER",0
"1050U_1_2016","CAN ROST",0
"1050U_1_2016","CHA CAPI",0
"1050U_1_2016","COR GLAU",0
"1050U_1_2016","COR PERS",0
"1050U_1_2016","HAE PLUM",0
"1050U_1_2016","HAL BIVI",1
"1050U_1_2016","HAL GARN",0
"1050U_1_2016","HAL MACU",1
"1050U_1_2016","OCY CHRY",0
"1050U_1_2016","POM ARCU",0
"1050U_1_2016","SCA ISER",0
"1050U_1_2016","SPA ATOM",0
"1050U_1_2016","SPA AURO",2
"1050U_1_2016","SPA VIRI",0
"1050U_1_2016","STE PART",0
"1050U_1_2016","STE VARI",0
"1050U_1_2016","THA BIFA",9
"1050U_1_2018","ACA BAHI",1.5
"1050U_1_2018","ACA CHIR",1
"1050U_1_2018","ACA COER",3
"1050U_1_2018","CAN ROST",0
"1050U_1_2018","CHA CAPI",0
"1050U_1_2018","COR GLAU",20
"1050U_1_2018","COR PERS",37.49
"1050U_1_2018","HAE PLUM",3
"1050U_1_2018","HAL BIVI",2
"1050U_1_2018","HAL GARN",0
"1050U_1_2018","HAL MACU",0
"1050U_1_2018","OCY CHRY",2.5
"1050U_1_2018","POM ARCU",1.5
"1050U_1_2018","SCA ISER",7.99
"1050U_1_2018","SPA ATOM",2
"1050U_1_2018","SPA AURO",4
"1050U_1_2018","SPA VIRI",2.5
"1050U_1_2018","STE PART",3
"1050U_1_2018","STE VARI",6
"1050U_1_2018","THA BIFA",7.99
"1050U_2_2014","ACA BAHI",7.98
"1050U_2_2014","ACA CHIR",0
"1050U_2_2014","ACA COER",2.5
"1050U_2_2014","CAN ROST",2.99
"1050U_2_2014","CHA CAPI",4
"1050U_2_2014","COR GLAU",2
"1050U_2_2014","COR PERS",3.5
"1050U_2_2014","HAE PLUM",0
"1050U_2_2014","HAL BIVI",20.49
"1050U_2_2014","HAL GARN",8.49
"1050U_2_2014","HAL MACU",6
"1050U_2_2014","OCY CHRY",3.74
"1050U_2_2014","POM ARCU",0
"1050U_2_2014","SCA ISER",1.5
"1050U_2_2014","SPA ATOM",0
"1050U_2_2014","SPA AURO",13.49
"1050U_2_2014","SPA VIRI",0
"1050U_2_2014","STE PART",6
"1050U_2_2014","STE VARI",0
"1050U_2_2014","THA BIFA",18.99
"1050U_2_2016","ACA BAHI",1
"1050U_2_2016","ACA CHIR",1
"1050U_2_2016","ACA COER",12
"1050U_2_2016","CAN ROST",0
"1050U_2_2016","CHA CAPI",0
"1050U_2_2016","COR GLAU",0
"1050U_2_2016","COR PERS",0
"1050U_2_2016","HAE PLUM",12
"1050U_2_2016","HAL BIVI",0
"1050U_2_2016","HAL GARN",0
"1050U_2_2016","HAL MACU",1
"1050U_2_2016","OCY CHRY",0
"1050U_2_2016","POM ARCU",0
"1050U_2_2016","SCA ISER",0
"1050U_2_2016","SPA ATOM",0
"1050U_2_2016","SPA AURO",4
"1050U_2_2016","SPA VIRI",0
"1050U_2_2016","STE PART",0
"1050U_2_2016","STE VARI",0
"1050U_2_2016","THA BIFA",10
"1050U_2_2018","ACA BAHI",2
"1050U_2_2018","ACA CHIR",0
"1050U_2_2018","ACA COER",1.5
"1050U_2_2018","CAN ROST",0
"1050U_2_2018","CHA CAPI",1
"1050U_2_2018","COR GLAU",0.5
"1050U_2_2018","COR PERS",19
"1050U_2_2018","HAE PLUM",5.5
"1050U_2_2018","HAL BIVI",2.49
"1050U_2_2018","HAL GARN",1
"1050U_2_2018","HAL MACU",0
"1050U_2_2018","OCY CHRY",2
"1050U_2_2018","POM ARCU",2
"1050U_2_2018","SCA ISER",3.99
"1050U_2_2018","SPA ATOM",0
"1050U_2_2018","SPA AURO",3.5
"1050U_2_2018","SPA VIRI",0.5
"1050U_2_2018","STE PART",10
"1050U_2_2018","STE VARI",5.5
"1050U_2_2018","THA BIFA",8.99
"1051_1_2024","ACA BAHI",0
"1051_1_2024","ACA CHIR",1
"1051_1_2024","ACA COER",0
"1051_1_2024","CAN ROST",0.5
"1051_1_2024","CHA CAPI",0
"1051_1_2024","COR GLAU",0.5
"1051_1_2024","COR PERS",0
"1051_1_2024","HAE PLUM",25.49
"1051_1_2024","HAL BIVI",0.5
"1051_1_2024","HAL GARN",1
"1051_1_2024","HAL MACU",2
"1051_1_2024","OCY CHRY",2
"1051_1_2024","POM ARCU",1.5
"1051_1_2024","SCA ISER",52.5
"1051_1_2024","SPA ATOM",0
"1051_1_2024","SPA AURO",3.99
"1051_1_2024","SPA VIRI",3.5
"1051_1_2024","STE PART",0
"1051_1_2024","STE VARI",2
"1051_1_2024","THA BIFA",4.99
"1051U_1_2014","ACA BAHI",2
"1051U_1_2014","ACA CHIR",0
"1051U_1_2014","ACA COER",4
"1051U_1_2014","CAN ROST",0
"1051U_1_2014","CHA CAPI",6
"1051U_1_2014","COR GLAU",0
"1051U_1_2014","COR PERS",0
"1051U_1_2014","HAE PLUM",3.75
"1051U_1_2014","HAL BIVI",0
"1051U_1_2014","HAL GARN",2.99
"1051U_1_2014","HAL MACU",8.98
"1051U_1_2014","OCY CHRY",1.5
"1051U_1_2014","POM ARCU",0
"1051U_1_2014","SCA ISER",4
"1051U_1_2014","SPA ATOM",0
"1051U_1_2014","SPA AURO",8.49
"1051U_1_2014","SPA VIRI",2
"1051U_1_2014","STE PART",17
"1051U_1_2014","STE VARI",0
"1051U_1_2014","THA BIFA",19.49
"1051U_1_2016","ACA BAHI",0
"1051U_1_2016","ACA CHIR",1
"1051U_1_2016","ACA COER",1
"1051U_1_2016","CAN ROST",0
"1051U_1_2016","CHA CAPI",0
"1051U_1_2016","COR GLAU",4
"1051U_1_2016","COR PERS",10
"1051U_1_2016","HAE PLUM",2
"1051U_1_2016","HAL BIVI",0
"1051U_1_2016","HAL GARN",0
"1051U_1_2016","HAL MACU",0
"1051U_1_2016","OCY CHRY",0
"1051U_1_2016","POM ARCU",2
"1051U_1_2016","SCA ISER",4
"1051U_1_2016","SPA ATOM",0
"1051U_1_2016","SPA AURO",0
"1051U_1_2016","SPA VIRI",0
"1051U_1_2016","STE PART",0
"1051U_1_2016","STE VARI",1
"1051U_1_2016","THA BIFA",4
"1051U_1_2018","ACA BAHI",1
"1051U_1_2018","ACA CHIR",3
"1051U_1_2018","ACA COER",2.5
"1051U_1_2018","CAN ROST",0
"1051U_1_2018","CHA CAPI",0
"1051U_1_2018","COR GLAU",0.5
"1051U_1_2018","COR PERS",7.49
"1051U_1_2018","HAE PLUM",1.5
"1051U_1_2018","HAL BIVI",7.49
"1051U_1_2018","HAL GARN",2
"1051U_1_2018","HAL MACU",4.49
"1051U_1_2018","OCY CHRY",0.5
"1051U_1_2018","POM ARCU",1
"1051U_1_2018","SCA ISER",8
"1051U_1_2018","SPA ATOM",0
"1051U_1_2018","SPA AURO",0.5
"1051U_1_2018","SPA VIRI",0.5
"1051U_1_2018","STE PART",9.49
"1051U_1_2018","STE VARI",1.5
"1051U_1_2018","THA BIFA",10.49
"1051U_2_2014","ACA BAHI",11.49
"1051U_2_2014","ACA CHIR",0.5
"1051U_2_2014","ACA COER",9.5
"1051U_2_2014","CAN ROST",0
"1051U_2_2014","CHA CAPI",0
"1051U_2_2014","COR GLAU",0.5
"1051U_2_2014","COR PERS",0
"1051U_2_2014","HAE PLUM",3.49
"1051U_2_2014","HAL BIVI",17.77
"1051U_2_2014","HAL GARN",7.48
"1051U_2_2014","HAL MACU",20.87
"1051U_2_2014","OCY CHRY",1
"1051U_2_2014","POM ARCU",0
"1051U_2_2014","SCA ISER",3
"1051U_2_2014","SPA ATOM",2
"1051U_2_2014","SPA AURO",11.99
"1051U_2_2014","SPA VIRI",0.62
"1051U_2_2014","STE PART",21.49
"1051U_2_2014","STE VARI",0
"1051U_2_2014","THA BIFA",27.49
"1051U_2_2016","ACA BAHI",9
"1051U_2_2016","ACA CHIR",0
"1051U_2_2016","ACA COER",0
"1051U_2_2016","CAN ROST",3
"1051U_2_2016","CHA CAPI",0
"1051U_2_2016","COR GLAU",0
"1051U_2_2016","COR PERS",5
"1051U_2_2016","HAE PLUM",0
"1051U_2_2016","HAL BIVI",0
"1051U_2_2016","HAL GARN",0
"1051U_2_2016","HAL MACU",0
"1051U_2_2016","OCY CHRY",0
"1051U_2_2016","POM ARCU",0
"1051U_2_2016","SCA ISER",10
"1051U_2_2016","SPA ATOM",0
"1051U_2_2016","SPA AURO",0
"1051U_2_2016","SPA VIRI",4
"1051U_2_2016","STE PART",0
"1051U_2_2016","STE VARI",0
"1051U_2_2016","THA BIFA",2
"1051U_2_2018","ACA BAHI",1
"1051U_2_2018","ACA CHIR",0
"1051U_2_2018","ACA COER",0
"1051U_2_2018","CAN ROST",0
"1051U_2_2018","CHA CAPI",0
"1051U_2_2018","COR GLAU",3
"1051U_2_2018","COR PERS",0
"1051U_2_2018","HAE PLUM",0
"1051U_2_2018","HAL BIVI",6.49
"1051U_2_2018","HAL GARN",1
"1051U_2_2018","HAL MACU",5.99
"1051U_2_2018","OCY CHRY",1
"1051U_2_2018","POM ARCU",0
"1051U_2_2018","SCA ISER",3.49
"1051U_2_2018","SPA ATOM",0.5
"1051U_2_2018","SPA AURO",3
"1051U_2_2018","SPA VIRI",0.5
"1051U_2_2018","STE PART",3
"1051U_2_2018","STE VARI",1
"1051U_2_2018","THA BIFA",0.5
"1052_1_2022","ACA BAHI",0
"1052_1_2022","ACA CHIR",0
"1052_1_2022","ACA COER",1
"1052_1_2022","CAN ROST",1
"1052_1_2022","CHA CAPI",0
"1052_1_2022","COR GLAU",0
"1052_1_2022","COR PERS",0
"1052_1_2022","HAE PLUM",2
"1052_1_2022","HAL BIVI",8
"1052_1_2022","HAL GARN",0
"1052_1_2022","HAL MACU",2
"1052_1_2022","OCY CHRY",0
"1052_1_2022","POM ARCU",0
"1052_1_2022","SCA ISER",0
"1052_1_2022","SPA ATOM",1
"1052_1_2022","SPA AURO",0
"1052_1_2022","SPA VIRI",0
"1052_1_2022","STE PART",3
"1052_1_2022","STE VARI",1
"1052_1_2022","THA BIFA",4
"1052_1_2024","ACA BAHI",0.5
"1052_1_2024","ACA CHIR",4
"1052_1_2024","ACA COER",0
"1052_1_2024","CAN ROST",0.5
"1052_1_2024","CHA CAPI",0
"1052_1_2024","COR GLAU",0
"1052_1_2024","COR PERS",5
"1052_1_2024","HAE PLUM",17.49
"1052_1_2024","HAL BIVI",1
"1052_1_2024","HAL GARN",1
"1052_1_2024","HAL MACU",0
"1052_1_2024","OCY CHRY",1
"1052_1_2024","POM ARCU",2
"1052_1_2024","SCA ISER",22.49
"1052_1_2024","SPA ATOM",0
"1052_1_2024","SPA AURO",10
"1052_1_2024","SPA VIRI",7
"1052_1_2024","STE PART",0
"1052_1_2024","STE VARI",4
"1052_1_2024","THA BIFA",7
"1052U_1_2014","ACA BAHI",2.5
"1052U_1_2014","ACA CHIR",0
