"survey_id","PRIMARY_SAMPLE_UNIT","STATION_NR","YEAR","latitude","longitude","DEPTH","UNDERWATER_VISIBILITY","HABITAT_TYPE","ZONE_NAME","SUB_REGION_NAME","REGION_DESCRIPTION","PROT","MPA_NAME","total_abundance","species_richness"
"3208U_2_2014","3208U",2,2014,26.19615,-80.0717,16.2,12.2,"Linear Reef Outer","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",164.99,32
"3209U_1_2014","3209U",1,2014,26.177,-80.073,22.6,15.2,"Aggregated Patch Reef Deep","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",97.95,27
"3209U_2_2014","3209U",2,2014,26.17655,-80.0732,22.4,13.7,"Aggregated Patch Reef Deep","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",218.95,33
"3210U_1_2014","3210U",1,2014,26.16268,-80.0773,19.5,15.2,"Linear Reef Outer","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",141.97,27
"3210U_2_2014","3210U",2,2014,26.16315,-80.0772,19.8,13.7,"Linear Reef Outer","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",360.99,34
"3211U_1_2014","3211U",1,2014,26.139,-80.07957,19.5,15.2,"Linear Reef Outer","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",197.97,20
"3211U_2_2014","3211U",2,2014,26.13947,-80.0796,18.3,15.2,"Linear Reef Outer","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",160.45,25
"3212U_1_2014","3212U",1,2014,26.13747,-80.0789,20.6,11.4,"Spur and Groove","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",129.48,26
"3212U_2_2014","3212U",2,2014,26.13695,-80.0788,22.3,13,"Spur and Groove","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",224.44,34
"3214U_1_2014","3214U",1,2014,26.06382,-80.08495,21.3,11.4,"Spur and Groove","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",293.95,33
"3214U_2_2014","3214U",2,2014,26.06327,-80.08473,22.4,9.9,"Spur and Groove","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",539.45,34
"3215U_1_2014","3215U",1,2014,26.05538,-80.0853,23.2,11.4,"Spur and Groove","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",479.96,30
"3215U_2_2014","3215U",2,2014,26.05592,-80.0852,22.9,12.2,"Spur and Groove","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",222.95,26
"3216U_1_2014","3216U",1,2014,26.05362,-80.0866,15.7,9.9,"Linear Reef Outer","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",341.92,37
"3216U_2_2014","3216U",2,2014,26.05403,-80.0865,15.5,13.7,"Linear Reef Outer","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",296.94,33
"3217U_1_2014","3217U",1,2014,26.02322,-80.0859,24.5,15.2,"Spur and Groove","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",238.49,31
"3217U_2_2014","3217U",2,2014,26.02287,-80.086,23,11.6,"Spur and Groove","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",336.44,31
"3218U_1_2014","3218U",1,2014,26.00457,-80.087,21.8,9.9,"Spur and Groove","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",294.44,37
"3218U_2_2014","3218U",2,2014,26.00427,-80.0868,23.3,10.7,"Spur and Groove","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",301.47,35
"3219U_1_2014","3219U",1,2014,25.97627,-80.08717,27.6,15.2,"Ridge Deep","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",59.46,29
"3219U_2_2014","3219U",2,2014,25.97582,-80.08717,29,9.1,"Ridge Deep","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",129,26
"3220U_1_2014","3220U",1,2014,25.91935,-80.0881,19.4,13.7,"Spur and Groove","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",304.93,31
"3220U_2_2014","3220U",2,2014,25.91898,-80.0879,19.5,12.2,"Spur and Groove","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",212.47,31
"3221H_2_2014","3221H",2,2014,25.90625,-80.08817,15.7,12.2,"Linear Reef Outer","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",234.4,47
"3221U_1_2014","3221U",1,2014,25.90614,-80.08766,18.9,12.2,"Spur and Groove","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",182.94,42
"3222U_1_2014","3222U",1,2014,25.87653,-80.08713,25.3,9.9,"Ridge Deep","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",81.47,27
"3222U_2_2014","3222U",2,2014,25.87704,-80.08712,26.8,9.1,"Ridge Deep","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",82.96,28
"3223H_2_2014","3223H",2,2014,25.87154,-80.08797,22.7,8.4,"Aggregated Patch Reef Deep","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",121.44,24
"3223U_1_2014","3223U",1,2014,25.87123,-80.08847,22.1,9.1,"Linear Reef Outer","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",95.99,26
"3224U_1_2014","3224U",1,2014,25.84083,-80.08721,19.2,9.1,"Spur and Groove","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",186,26
"3224U_2_2014","3224U",2,2014,25.8404,-80.08723,19.2,9.1,"Spur and Groove","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",113,16
"3225U_1_2014","3225U",1,2014,25.80335,-80.08663,18.3,13.7,"Linear Reef Outer","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",105.96,21
"3225U_2_2014","3225U",2,2014,25.8036,-80.08708,20.4,12.2,"Linear Reef Outer","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",104.92,34
"3226U_1_2014","3226U",1,2014,25.78963,-80.08822,14,15.2,"Linear Reef Outer","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",157.42,31
"3226U_2_2014","3226U",2,2014,25.79013,-80.08793,15.1,13.7,"Linear Reef Outer","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",174.43,40
"3227U_1_2014","3227U",1,2014,25.77347,-80.08727,20.6,15.2,"Linear Reef Outer","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",217.94,33
"3227U_2_2014","3227U",2,2014,25.77391,-80.0873,20.4,15.2,"Linear Reef Outer","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",139.94,31
"3228U_1_2014","3228U",1,2014,25.76855,-80.08878,14.6,9.9,"Linear Reef Outer","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",71.96,27
"3228U_2_2014","3228U",2,2014,25.76852,-80.08928,12.5,8.4,"Linear Reef Outer","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",75.42,25
"3230U_1_2014","3230U",1,2014,26.3949,-80.0516,21.3,9.1,"Spur and Groove","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",222.95,31
"3230U_2_2014","3230U",2,2014,26.39325,-80.0514,23.2,9.1,"Spur and Groove","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",216.98,28
"3231U_1_2014","3231U",1,2014,26.38962,-80.0522,20.6,12.2,"Spur and Groove","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",146.96,30
"3231U_2_2014","3231U",2,2014,26.3893,-80.052,22.4,10.7,"Spur and Groove","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",164.44,37
"3233U_1_2014","3233U",1,2014,26.33047,-80.0583,14.9,13.7,"Linear Reef Outer","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",275.46,30
"3233U_2_2014","3233U",2,2014,26.33078,-80.0583,16.6,12.2,"Linear Reef Outer","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",191.47,26
"3234U_1_2014","3234U",1,2014,26.29738,-80.06137,16.2,18.3,"Linear Reef Outer","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",371.97,24
"3234U_2_2014","3234U",2,2014,26.29673,-80.0616,14.5,13.7,"Linear Reef Outer","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",145.45,32
"3235U_1_2014","3235U",1,2014,26.28485,-80.06232,14.6,25.9,"Linear Reef Outer","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",623.42,41
"3235U_2_2014","3235U",2,2014,26.2847,-80.06168,15.2,13.7,"Linear Reef Outer","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",70.47,22
"3236U_1_2014","3236U",1,2014,26.26387,-80.0643,14.9,13.7,"Linear Reef Outer","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",282.93,44
"3236U_2_2014","3236U",2,2014,26.26427,-80.0643,15.1,13,"Linear Reef Outer","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",385.95,41
"3237U_1_2014","3237U",1,2014,26.65442,-80.0207,16.6,10.7,"Linear Reef Outer","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",90.44,28
"3237U_2_2014","3237U",2,2014,26.65442,-80.0209,14.6,11.4,"Linear Reef Outer","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",131.97,24
"3238H_2_2014","3238H",2,2014,26.64178,-80.0207,18.1,16.8,"Linear Reef Outer","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",148.94,25
"3238U_1_2014","3238U",1,2014,26.64168,-80.0212,14.8,12.2,"Linear Reef Outer","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",280.94,40
"3239U_1_2014","3239U",1,2014,26.6025,-80.0236,16.3,13,"Spur and Groove","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",273.45,35
"3239U_2_2014","3239U",2,2014,26.60208,-80.0235,18.1,12.2,"Spur and Groove","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",435.89,44
"3240H_2_2014","3240H",2,2014,26.58862,-80.0244,16.9,12.2,"Spur and Groove","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",226.42,35
"3240U_1_2014","3240U",1,2014,26.58892,-80.0246,16.3,13,"Spur and Groove","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",178.98,20
"3241U_1_2014","3241U",1,2014,26.58503,-80.0243,17.5,12.2,"Spur and Groove","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",132.47,27
"3241U_2_2014","3241U",2,2014,26.58532,-80.0243,18.7,12.2,"Spur and Groove","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",196.92,28
"3242U_1_2014","3242U",1,2014,26.58175,-80.0236,26.7,9.9,"Ridge Deep","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",97.99,23
"3242U_2_2014","3242U",2,2014,26.58162,-80.0238,25.5,16.8,"Ridge Deep","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",81.45,26
"3243U_1_2014","3243U",1,2014,26.52573,-80.0327,17.2,13,"Linear Reef Outer","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",311.46,42
"3243U_2_2014","3243U",2,2014,26.52543,-80.0326,16.8,13,"Linear Reef Outer","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",315.48,47
"3244U_1_2014","3244U",1,2014,26.52198,-80.0321,19.1,11.4,"Linear Reef Outer","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",363.93,47
"3244U_2_2014","3244U",2,2014,26.52223,-80.032,19.5,11.4,"Linear Reef Outer","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",638.92,47
"3245U_1_2014","3245U",1,2014,26.52113,-80.0322,13.9,10.7,"Linear Reef Outer","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",255.44,29
"3245U_2_2014","3245U",2,2014,26.52057,-80.032,14.6,10.7,"Linear Reef Outer","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",160.46,27
"3246U_1_2014","3246U",1,2014,26.48943,-80.0374,19.8,16.8,"Spur and Groove","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",672.41,37
"3246U_2_2014","3246U",2,2014,26.49012,-80.0378,23.2,14.5,"Spur and Groove","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",359.97,40
"3247U_1_2014","3247U",1,2014,26.4765,-80.0435,18.6,14.5,"Aggregated Patch Reef Deep","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",427.95,39
"3247U_2_2014","3247U",2,2014,26.47583,-80.0437,20,14.5,"Aggregated Patch Reef Deep","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",883.95,49
"3248U_1_2014","3248U",1,2014,26.45117,-80.0447,22.6,6.1,"Spur and Groove","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",55.47,23
"3248U_2_2014","3248U",2,2014,26.45102,-80.0445,23.6,6.9,"Spur and Groove","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",53.99,18
"3249U_1_2014","3249U",1,2014,26.44965,-80.045,21.6,7,"Spur and Groove","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",131.99,23
"3249U_2_2014","3249U",2,2014,26.44932,-80.0449,23.5,7,"Spur and Groove","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",170.96,31
"3250U_1_2014","3250U",1,2014,26.43118,-80.0489,16.2,8.5,"Linear Reef Outer","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",1401.49,35
"3250U_2_2014","3250U",2,2014,26.43133,-80.0489,16.8,10.1,"Linear Reef Outer","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",316.48,36
"3251U_1_2014","3251U",1,2014,26.40275,-80.0518,16.6,13.7,"Spur and Groove","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",392.4,38
"3251U_2_2014","3251U",2,2014,26.40228,-80.0517,18,13.7,"Spur and Groove","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",267.92,33
"3252U_1_2014","3252U",1,2014,26.18352,-80.0711,24.5,10.7,"Aggregated Patch Reef Deep","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",73.98,22
"3252U_2_2014","3252U",2,2014,26.1832,-80.0711,25,10.7,"Aggregated Patch Reef Deep","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",72.47,24
"3253U_1_2014","3253U",1,2014,26.18122,-80.0712,26.8,9.9,"Aggregated Patch Reef Deep","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",143.99,33
"3253U_2_2014","3253U",2,2014,26.18108,-80.0712,27.3,9.9,"Aggregated Patch Reef Deep","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",117.48,30
"3254U_1_2014","3254U",1,2014,25.97373,-80.09018,18.9,9.1,"Aggregated Patch Reef Deep","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",90.97,23
"3254U_2_2014","3254U",2,2014,25.97325,-80.09025,18.9,8.5,"Aggregated Patch Reef Deep","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",209.46,26
"3255U_1_2014","3255U",1,2014,26.31978,-80.058,23.3,12.2,"Aggregated Patch Reef Deep","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",236.99,32
"3255U_2_2014","3255U",2,2014,26.3201,-80.0578,23,10.7,"Aggregated Patch Reef Deep","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",192.95,27
"3256U_1_2014","3256U",1,2014,26.30027,-80.05895,25.3,15.2,"Aggregated Patch Reef Deep","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",117,17
"3257H_2_2014","3257H",2,2014,26.27548,-80.06278,23.3,13,"Spur and Groove","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",123.46,29
"3257U_1_2014","3257U",1,2014,26.2754,-80.06202,23,16.8,"Aggregated Patch Reef Deep","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",223.47,31
"3258U_1_2014","3258U",1,2014,26.64363,-80.0188,23.2,12.2,"Aggregated Patch Reef Deep","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",275.41,37
"3258U_2_2014","3258U",2,2014,26.64303,-80.0188,23.2,16.8,"Aggregated Patch Reef Deep","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",170.44,30
"3259U_1_2014","3259U",1,2014,26.64143,-80.0189,24.2,12.2,"Aggregated Patch Reef Deep","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",348.44,40
"3259U_2_2014","3259U",2,2014,26.64097,-80.0189,24.1,15.2,"Aggregated Patch Reef Deep","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",204.41,40
"3260U_1_2014","3260U",1,2014,26.62533,-80.0204,25,13,"Aggregated Patch Reef Deep","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",72.94,26
"3260U_2_2014","3260U",2,2014,26.62537,-80.02,22.7,13,"Aggregated Patch Reef Deep","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",83.95,25
"3261U_1_2014","3261U",1,2014,26.20035,-80.0699,22.4,13,"Aggregated Patch Reef Deep","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",69.47,30
"3261U_2_2014","3261U",2,2014,26.20025,-80.0695,23.3,15.2,"Aggregated Patch Reef Deep","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",127.95,17
"3262U_1_2014","3262U",1,2014,26.17275,-80.0727,27,13.7,"Aggregated Patch Reef Deep","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",253.94,33
"3262U_2_2014","3262U",2,2014,26.17272,-80.073,26.2,13.7,"Aggregated Patch Reef Deep","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",187.96,23
"3263U_1_2014","3263U",1,2014,25.96842,-80.08828,22.6,9.1,"Aggregated Patch Reef Deep","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",79.98,27
"3263U_2_2014","3263U",2,2014,25.96842,-80.08838,22.3,10.1,"Aggregated Patch Reef Deep","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",222.45,34
"3264H_2_2014","3264H",2,2014,25.76625,-80.08736,21,9.9,"Aggregated Patch Reef Deep","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",75.96,22
"3264U_1_2014","3264U",1,2014,25.76689,-80.08727,21.6,10.7,"Aggregated Patch Reef Deep","Undetermined","Broward-Miami","Miami to North Martin County",0,"Unprotected",145.71,29
"3265U_1_2014","3265U",1,2014,26.3215,-80.0571,24.8,13.7,"Aggregated Patch Reef Deep","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",133.99,23
"3265U_2_2014","3265U",2,2014,26.32122,-80.0573,24.4,13.7,"Aggregated Patch Reef Deep","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",85.98,20
"3266H_1_2014","3266H",1,2014,26.30493,-80.0581,26.8,10.7,"Aggregated Patch Reef Deep","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",48.97,20
"3266U_2_2014","3266U",2,2014,26.30517,-80.0581,25.9,12.2,"Aggregated Patch Reef Deep","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",160.97,19
"3267U_1_2014","3267U",1,2014,26.29248,-80.0598,23.3,15.2,"Aggregated Patch Reef Deep","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",95.97,21
"3267U_2_2014","3267U",2,2014,26.29208,-80.0596,25,9.1,"Aggregated Patch Reef Deep","Undetermined","Deerfield","Miami to North Martin County",0,"Unprotected",191.44,28
"3268U_1_2014","3268U",1,2014,26.65655,-80.0205,17.7,10.7,"Patch Reef","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",164.45,34
"3268U_2_2014","3268U",2,2014,26.65603,-80.0206,19.1,13.7,"Patch Reef","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",238.94,37
"3269U_1_2014","3269U",1,2014,26.62123,-80.0206,23,14.5,"Aggregated Patch Reef Deep","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",178.95,26
"3269U_2_2014","3269U",2,2014,26.621,-80.0203,24.1,14.5,"Aggregated Patch Reef Deep","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",103.95,18
"3270U_1_2014","3270U",1,2014,26.4094,-80.0493,25.3,13.7,"Aggregated Patch Reef Deep","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",221.93,42
"3270U_2_2014","3270U",2,2014,26.40905,-80.0493,25.8,14.5,"Aggregated Patch Reef Deep","Undetermined","South Palm Beach","Miami to North Martin County",0,"Unprotected",435.93,40
"3271U_1_2014","3271U",1,2014,27.18972,-80.04268,22.6,12.2,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",126.46,12
"3271U_2_2014","3271U",2,2014,27.18915,-80.0426,22.9,11.4,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",161.96,12
"3272U_1_2014","3272U",1,2014,27.17768,-80.04015,23.9,14.5,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",113.92,8
"3272U_2_2014","3272U",2,2014,27.17738,-80.04002,23.5,13,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",126.94,11
"3273U_1_2014","3273U",1,2014,27.07643,-80.03047,23,10.7,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",94.45,22
"3273U_2_2014","3273U",2,2014,27.07612,-80.0303,22.1,9.9,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",351.99,13
"3274U_1_2014","3274U",1,2014,27.05613,-80.04227,23.3,10.7,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",230.46,26
"3274U_2_2014","3274U",2,2014,27.0564,-80.04248,22.9,10.7,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",171.46,24
"3275U_1_2014","3275U",1,2014,27.04657,-80.04888,23.3,8.4,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",77.95,15
"3275U_2_2014","3275U",2,2014,27.04662,-80.04853,23,7.6,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",61.46,14
"3277H_1_2014","3277H",1,2014,27.02335,-80.06638,15.7,7.6,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",50.96,11
"3277U_2_2014","3277U",2,2014,27.02298,-80.06627,15.4,7.6,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",30.48,13
"3278U_1_2014","3278U",1,2014,27.01597,-80.06595,12,10.7,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",72.96,16
"3278U_2_2014","3278U",2,2014,27.01648,-80.0661,15.2,10.7,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",109.91,17
"3279U_1_2014","3279U",1,2014,26.99485,-80.06685,13.7,13,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",78.43,13
"3279U_2_2014","3279U",2,2014,26.99532,-80.0669,13.7,13,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",54.42,14
"3280U_1_2014","3280U",1,2014,26.99185,-80.02455,19.7,9.1,"Deep Ridge Complex","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",75.41,24
"3280U_2_2014","3280U",2,2014,26.99225,-80.02452,19.7,9.1,"Deep Ridge Complex","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",67.44,28
"3281U_1_2014","3281U",1,2014,27.11975,-80.03702,21,6.1,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",61.94,23
"3281U_2_2014","3281U",2,2014,27.11938,-80.037,21,6.1,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",58.44,20
"3282U_1_2014","3282U",1,2014,27.07455,-80.04445,19.1,7.6,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",71.93,24
"3282U_2_2014","3282U",2,2014,27.07415,-80.04433,20.3,7.6,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",47.97,12
"3283U_1_2014","3283U",1,2014,27.06642,-80.03422,20.7,10.7,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",85.43,23
"3283U_2_2014","3283U",2,2014,27.06592,-80.03425,21.2,9.9,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",159.4,24
"3284U_1_2014","3284U",1,2014,27.05613,-80.03375,21.9,7.6,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",241.44,34
"3284U_2_2014","3284U",2,2014,27.05652,-80.03388,20.6,7.6,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",278.85,31
"3285U_1_2014","3285U",1,2014,27.04887,-80.02837,23.3,7.6,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",21.48,14
"3285U_2_2014","3285U",2,2014,27.04917,-80.02815,22.9,7.6,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",14,9
"3286U_1_2014","3286U",1,2014,27.04713,-80.02972,21.6,10.7,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",73.96,16
"3286U_2_2014","3286U",2,2014,27.04748,-80.02978,22,10.7,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",138.49,24
"3287U_1_2014","3287U",1,2014,27.02598,-80.02165,25.9,9.1,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",681.48,31
"3287U_2_2014","3287U",2,2014,27.02678,-80.0217,25.8,9.1,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",745.47,31
"3288U_1_2014","3288U",1,2014,27.02445,-80.0216,23.9,7.6,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",121.44,25
"3288U_2_2014","3288U",2,2014,27.02502,-80.02178,24.1,7.6,"Ridge Deep","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",70.96,22
"3290U_1_2014","3290U",1,2014,26.995333,-80.01588,20.9,9.9,"Deep Ridge Complex","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",32.99,13
"3290U_2_2014","3290U",2,2014,26.994633,-80.01592,20.9,10.7,"Deep Ridge Complex","Undetermined","Martin","Miami to North Martin County",0,"Unprotected",27.98,8
"3294U_1_2014","3294U",1,2014,26.96755,-80.03262,19.4,8.4,"Deep Ridge Complex","Undetermined","North Palm Beach","Miami to North Martin County",0,"Unprotected",15.99,9
"3294U_2_2014","3294U",2,2014,26.96802,-80.03273,19.4,8.4,"Deep Ridge Complex","Undetermined","North Palm Beach","Miami to North Martin County",0,"Unprotected",35.47,15
"3295U_1_2014","3295U",1,2014,26.9682,-80.0089,25.6,7.6,"Deep Ridge Complex","Undetermined","North Palm Beach","Miami to North Martin County",0,"Unprotected",547.98,19
"3295U_2_2014","3295U",2,2014,26.96758,-80.0093,25,8.4,"Deep Ridge Complex","Undetermined","North Palm Beach","Miami to North Martin County",0,"Unprotected",64.98,17
"3296U_1_2014","3296U",1,2014,26.96722,-80.01538,22.7,10.7,"Deep Ridge Complex","Undetermined","North Palm Beach","Miami to North Martin County",0,"Unprotected",28.97,11
"3296U_2_2014","3296U",2,2014,26.96677,-80.01535,22.7,10.7,"Deep Ridge Complex","Undetermined","North Palm Beach","Miami to North Martin County",0,"Unprotected",48.96,15
